review_text,cluster
Grabe laki ngtulong ng apps na ito pinagagaan nya ang trabaho q,2.0
so accessible and comfortable to use..,4.0
"Convenient to use. I always use this app paying bills, send money, bank transfer, and to save money. I recommend this for those who want to save money to earn high interest. This app is very useful. 🙌",4.0
I am so very happy with this app and convenient to use.,2.0
Binalik ko sa 5 star kasi na solve ni gcash yung probs ko 😍😍😍,0.0
Helpfull and usable app,2.0
Ang tagal naman mag download at update! Almost 1 and half hour nako naghihintay. Myghaaaad anyare sa inyo?,2.0
Awesome apps for rebating you pay,2.0
Too many updates (it not like I'm against the updates but still its kind nd of annoying) it won't let me open it (the app) unless I update it what if I really need money but I don't have enough data to update the app but enough to take some money out honestly it kind of annoying...,4.0
Instantly get money from paypal. Thanks,4.0
my issue has not been resolve. hopeless to refund what you double charge to me. you acknowledged that it is double deducted to myaccount but still not get any solution. how many years should I still wait for it?,2.0
Great app...highly recomended😊😊😊,0.0
Very nice apps and interested to make 💰 and sharing!,4.0
Wow na wow very convenient,4.0
I wish you could add biller SSS-PRN back. 😥,2.0
Very convenient. Cuts down errands to run.,0.0
Always updating system. always down,4.0
Always update madalas naman may issue na upgrading hindi na sya convinient,3.0
Hassel lalo na pag hapon at gabi...,4.0
Very convenient and so accessible to every bill,0.0
Great apps for bank fund transfer,4.0
I am happy with gsave..i can save without any hassle.i used gcash since 2016.and its very convenient,4.0
very easy to use especially for load,1.0
I already received my unsuccessful cash in debited in my atm.thank you bdo,2.0
How to contact your customer service. I have concern about my other account.,4.0
1 star for not allowing my acc Fully Verify ... dami nyo arte ... Tama naman ang nilalagay ... dami nyo say ... bakit d nyo nalang sabihin d mo kamukha yung nasa ID ... Grade 8 pa ho ako nun ... Ohhh lord ...,4.0
"My wife loved this. She's the one who introduced me to GCASH, made her transactions easier... Thanks...",1.0
Nakakainis lng minsan laging down system...,4.0
You should add a finger print scanner to unlock this app,4.0
Okay nman sya..kaso kailangan ng higher os for some application like gforest.,4.0
Super convenient mag transact sa bank and pay bills. Pang negosyo pa. Thank you Gcash! 100 stars if pwede lang,2.0
Nice apps ...easy to money,1.0
Great App. Lots of options to pay,2.0
Useful app for cashless transactions. Very convenient and reliabe.,0.0
"High fidelity, stable, consistent",4.0
Problem solved in two days. Thank you.,4.0
5star nice and good.,4.0
Nice apps. In terms of payment such as like shopping,4.0
Happy fast and easy,4.0
Awesome apps..very useful,4.0
Good but with cash in and QR Code payment issues. Hope these bugs wll get fixed!!,2.0
"this app really helps me alot, makes my transactions easier with real time posting on some bills and on transferring cash... thanks GCASH",0.0
"Good but customer service is very very bad. Only way is calling them and to be able to talk to a real person you need to wait for 30minutes after a series of pressing numver options until you reach the part where ""shpuld you wish to talk to an operator press 0"" or something nonetheless the idea is it takes toooo long to answer and resolve from their end.",1.0
Happy using gcash...Very dependable...,4.0
very helpful in terms of money transactions.,1.0
"so smooth transaction like buy load money transfer, bill payment and others",2.0
There are issued with cashing in and its a lot slower I hope the update fixes the speed of Gcash and easier smoother transactions,1.0
ok naman kaso wla masyadong perks,4.0
Awesome!!!!! Great help!!!!! 🥀,2.0
Putangina puros error,0.0
Cant link the Gcash mastercard on my gcash account. Dont know if its a problem with the app. Even the customer service cant help me. Or is it just because globe is incompetent AF?,0.0
Its the best way to keep in track in surfing and earning at the same time.,4.0
Thank You G-Cash madali lang mag load,2.0
"I use this app not only for buying load & paying online shops. I also save my money here, gsave is so hassle-free, I can withdraw money anytime. I can even sell load even without internet by simply dialling #143*. :)",4.0
"Awesome app! Loads of things u can do... pay bills, send money, bank transfer, borrow money, and buy load plus rebates and many more!",4.0
Easy to use but no cashback,2.0
"I installed this app for the convenience of saving as well as loading my daugthers prepaid sim and this is the first time, when I needed the most that the reload gone was not successful, though was deducted thru my gcash funds. Customer service is good however the 2-3 days turn around time is not...",4.0
Gscore does not increase!!!!,2.0
Pede ba dagdagan ng rebate sa load malakas kasi ako magload syang naman yung iba kapag nakapagmaximum nako wala nako rebate,4.0
"Its been 2months im trying to get fully verified i make all the things that need to do for get fully verified but until now i cant recieved any verification my account from gcash,how many times i emailed but no one can answer me..im so dissappointed..",4.0
Very easy to use.. thank you..,0.0
"I use gcash to pay bills,send money and save money. Sa g credit para n akung may credit card.grocery anytime with their participating merchant.sana po pati mga small groceries ay maging partner nyo n.like csi,rcs at magic mall here in urdaneta pangasinan..thank you gcash.",4.0
Best way to pay almost all kinds of bill via online. Very convenient and accepted in many stores.,2.0
Amazing apps... Easy transaction.. Thank u gcash,0.0
What happen gcash... Cant update this app,4.0
This apps are great good job,4.0
"Super convenient! Saves time, effort and resources by avoiding the queues.",1.0
"Next time, dapat unlimited na ang rebate sa load. Natatalo kayo ng coins.ph",4.0
"its very convenient if you have your gcash master card. truly helpful, thanks gcash.",4.0
its a great app i love using it 😍😍😍,2.0
Nice app easy to pay,4.0
Best app on paying bills and loading...which i always used almost everyday...thanks gcash app!!,4.0
This app is always been useful to me...,2.0
"Nice app to transfer money but the app itself was counterintuitive. Have a lot of areas to improve, especially the usability of the app even if you don't update to the latest version. Other apps can do it.",0.0
Pano po makuha un points nito pag 50 na d na makuha un rabets eh bat ganun.pano kikita dn kami.db sabi dto kikita dn un tao pero i gave 5 star pa dn.sana maturuan nyo po ako pano gamitin to kc laki ng naload ko dto d nman ako kumita.,1.0
Its helps me to sell load,4.0
Nice app. I can do everything!,4.0
I love this app it makes my life easy :),4.0
User friendly and reliable..!,2.0
getting usefull nowadays.,4.0
Very convenient to use. I just love this app.,0.0
"Very reliable, easy to use",0.0
The cash in service fee at 7/11 is too expensive for a service fee. It used to for free if below 5000. Now for 3000 service fee is 60php. It was convenient before but not anymore. 7/11 crew also do not know what happened. No prior notice given by 7/11 or gcash,0.0
"💕💕 Old review: mas better na yung experience ko, mabuti nalang. although, i can't fully verify 'cause you don't accept the student id i am providing, that's the only id i have but yea, can't be accepted although it was available in the choices :3. New review: de okay na 🤣",4.0
Makes financial transactions convenient,4.0
gcash is far better than dragon pay or coins ph. it is convinient and easier to access.,4.0
Not compatible. Taena nyo,4.0
Satisfied specifically when transferring funds w/o charges and realtime.thanks,4.0
Can't update my apps ... i cant use my balance .. help please ..,2.0
This app is nice to use,4.0
I hope gcash will be able to connect to spotify. I love paying using gcash.,4.0
Gcash helps a lot.Thanks. But I just want to comment on the 5% rebate on buying loads...hope you check on the limit for 50pesos only... Not just for personal use but can also be use for business 😊,2.0
Very handy indeed. If any ill come back for more update.,4.0
"Facilitates loading of cellphones, receiving and sending money.",0.0
Excellent! You can use it daily,1.0
"Horrible app. Terrible support. The most inconvenient way to send money to the same gcash user. The scary part was they were asking for a certain SPI data that isn't a part of your inquiry. You need to upload your IDs several times and still not get a feature working for you. I wish they would fix this if not you are better off with a different app, one time verification with all functions ready than this.",4.0
Super great app!,3.0
"I just updated it but when i try to open it, it says i need to update it. LOL.",1.0
Great experience. Very helpful,1.0
Easy to use and helpul,4.0
"madaling gamitin, no hassle sa mga bayarin 😊",4.0
Very convenient and user friendly,4.0
"Okay po sya. Meron lang pong mga issue pero onti lang naman. Yung unang gcash number na ginamit ko is smart, sabi kasi pde kahit ano. Pero nahirapan akong mag cash in sa cebuana at palawan kasi hindi daw pde, eh dun po ko nag activate ng gsave. Nung nag globe na ko para lang makapag cash in (please note wala po akong bank acct kaya sa mga money center ako nag ka cash in) hindi na ko makapag open ng gsave sa number na yun kasi nagamit ko na daw yung email add ko sa ibang acct.",4.0
Have a problem cashing out these past few days..,2.0
"Very helpful as long as you are connected online. However, I lowered my review score to 3* as they removed their Messenger support which is supposed to be faster than email.",2.0
I have experienced error when opening a savings act or a piggy bank. It always make me start the process over and over again or cannot do it all I don't know what's wrong or what am i doing wrong.,4.0
Nice and good for life time,2.0
Excellence experience easy to send money easy to pay for shopping..,4.0
You cant use it in case of emergency. So slow to respond. Always need to update u cant open it unless it is updated.,2.0
Happy and satisfied gcash user. Convenient and efficient. Mataas na din gcredit ko. Malaking tulong. Thank you gcash.,4.0
Worst app! Doesn't link my gcash mastercard I bought last month. Still no update in linking the mastercard. 🤮,2.0
Happy and good service,4.0
Yeah very easy to use. Yet usefull but... Theres a big but.... Hahaha ambagal nia ma updatw ha.. Update ka ng update.. Anubey...,2.0
hoping maging ok na ung gcash..need now ung mga.transaction.pleasen😭😔😔🙏🏻🙏🏻🙏🏻 and may laman pa po ung account ko po 😭😭😭,2.0
"Great APP,VERY USEFUL, I LOVE THIS GCASH APP. THANKS GCASH",4.0
I like the apps bcoz its easy and fast to transact money...God bless,4.0
"super convenient and easy to use! no fees for bank transfers, love it ❤️",2.0
"I have a bad experience in gcash. For reason/s unknown, my money was trapped for almost two months. I could not transact in any of its features. I was not able to to recover my money up to now. My advise to you is not to keep large amount of money in your gcash account. I agree that it offers convenience but great inconvenience if the money will be trapped as they seemed incapacitated to provide speedy resolution for the recovery of trapped amounts. Just saying.",4.0
"Great, useful to my transaction online..",2.0
It is really highly recommended for your convinience...,4.0
"Can you plz help me about this update? It takes so long, i use gcash to sell load. I dont use lazada anyways",3.0
I had a great experience with this app. Thank you.,1.0
napakadali at convenience kng gamitin.,2.0
Very useful and convenient app.,4.0
Tagal ma verify kahapon kopa kailangan,4.0
Loading confirmation is not in real time,2.0
Gcash is the best for me and my family. Very easy to use.,4.0
It's a business and i earn money on it.,1.0
Nice app ang dali gmitin,0.0
Easy to buy load everywhere and anytime I need,4.0
Thank you gcash . a good service !! Mas madaling mag bayad ng bills at di na kailangan lumabas ng bahay para mag pa load .. Thank you GCASH GODBLESS,0.0
It was automatically load to my number. My 800peso balance was loaded to my number that's was literally insane!,4.0
i cant download the app !! theres an update but i cant download it . so i decided to uninstall and redownload the app . still cant download any ongoing issue?,4.0
mas pinadali ang pag bayay ng bills i lobe it😘😘,0.0
I can rely on GCash alwaya.,4.0
Its about time to level up in our society and go cashless safely with GCash technology and its user friendly app that will surely enhance the way we handle our financial activities. GCash is the best sidekick i ever had...,4.0
"device not compatible, been using this app for quite awhile on my pocophone f1 i still have money in there",0.0
5stars to protect money,4.0
great app thanks 😉,2.0
"5star or more to Gcash services because they deserve it. It easy to used for pay bill, buy load and send money to bank account. Thank you to Gcash...",2.0
"Always has an update, it consumes data",2.0
Andito na lahat ng kaylangan mu,4.0
GCash makes life convenient. From paying bills to money transfers. ❤❤❤,2.0
I needed to send money to my bro for additional allowance of my eldest kid. Cant go out because of my 2 months old baby with gcash i wash able to transfer amount to him,4.0
"User friendly app, convenient",4.0
For almost 6hrs I cannot access this app because I was getting a message saying that my device is not compatible. Wtfudge? I'm using a poco f1 android 10 device.,1.0
Very easy to use. Services offered are helpful.,4.0
Easy to pay bills and deposit to any bank accounts without charge.,2.0
Very useful..and easy..tnx GCash..,4.0
Amazing.... Effort less..,4.0
The app is convenient but the customer service sucks. Escalated few situations and they responded after a month. And most of them are just DIY responses telling you to do this and that because they cannot do anything about it.,4.0
My experience not yet comes any promos and email verification # how?,2.0
This should not limit the rebates so we can enjoy buying load .,4.0
"I so happened to cash in incorrectly, I entered a wrong last four digits of my number then I tried to report issue so I could get back my money but it became so complicated and hard. I never get back my money even I have the cash in receipt. They never transfer my money even I reported the issue. They just say that there's no way to transfer back my money. So sad. I hope that they can manage this issues right away. But the other like loading, paying bills, paying via QR code/barcode was great.",2.0
Its convenient to use..great app!,2.0
"Gcash is good. Especially the bank transfer and bills payment feature. I just hope they have more cash out outlets. Provincial areas cash in outlets cant cash out. Most stores in the province dont accept QR scans using gcash. So yeah, we need real physical money, hence the need for cash out. Overall the app is good.",4.0
"Can't use reward vouchers. Always ""something's not right"".",4.0
Love this app..made payments a click away.. thanks..,4.0
"Yung help center niyo bigla na lang nagnonot responsive tapos magbaback sa mpin!! kakainis! not very friendly help center niyo. pati app napakabagal at lag. maganda connection ko at hindi mabagal cellphone, sadyang app nyo talaga maraming bugs!",4.0
More convinient easy to transact,4.0
Too many update .. when you really need it you have to wait while it updates often you can't as you were trying to buy load and the download uses all your existing data do you are screwed,4.0
Add more banks for bank transfers,4.0
Have been a GCASH USER since 2018 My GCREDIT DID NOT GO UP AND I HAVE NOT USED INVEST MONEY. MY ACCOUNT IS FULLY VERIFIED AND I HAVE BEEN FOLLOWING UP THIS CONCERN SINCE JANUARY 2020 PLEASE TAKE ACTION ON THIS!,4.0
Can't update the app!!!!!! Wlang mga advisory my bills payment p nman aq!!!!!! Poor service....,4.0
Having hard time to use as it asked me to update the app..and it took forever to update..,4.0
I highly recommend this app. That's it 👌👌,4.0
The app crashes everytime I try to fund an investment product. impossible to do a transaction.,1.0
Always updating and you don't have the option to opt out on it!!!,0.0
"Exceptional, functional, and downright convenient!",4.0
Why all of the sudden my cellphone is incompatible to this app. Is this app is now incompatible to xiaomi user?.,0.0
Best app I've ever known,2.0
love this app so helpful with everything,4.0
Hard to use. Not friendly to new customers.,4.0
This app is useful 👌 It makes transactions very convenient. Thanks GCASH,1.0
I need to open the app today because today is may bills due date. just cashed in last night but seems can't access the app😔,4.0
Much better if there is a bank transfer internationally.,0.0
"Very convenient, fast cash transfer, on time transactions, efficient customer service.",4.0
"This apps is really good for me...yes, i am satisfied.verry helpful to pay bills in a government transactions.",4.0
Problem Solved for 3 days time. I contacted through email and it did really arrive with a solution. Thank you GCASH!,4.0
I love this app because it's very useful.,0.0
"It's good to pay bills and also to send money to pay, I like gcash and I want to learn more about gcash I want to save money too.",1.0
Very useful app. Makes my life a lot easier and convenient.,4.0
I don't know how to use this app.. But I'll try harder.. I'll give 5 star,4.0
its easy to deposit any bank if ihave no time to go to in the city,2.0
great and helpful app.,2.0
"very useful for us, thanks po.....",4.0
very good apps..i love Gcash,2.0
Having problems with Gcash? Have it uninstall and reinstall.,4.0
"Have edited my review. I had placed 1 star before due to the barcode issue. Now, for atleast 3months of using it (again), Gcash is back on the game. Every feature i need seems working great! Keep it up Globe!",4.0
"For, like, half a year I was not able to get my account to be fully verified, even though I submitted the correct documents. I was expecting that later updates would fix this, but it did not. It was until I contacted the developers about my problem. They responded and got myself to be fully verified.",4.0
Update after upd Late. This is tiring,4.0
Simply the best. Very convenient. I use this app basically for everything.,0.0
MPIN 🙄 all you need is good explaination when you sales talk .,2.0
Still great. I was able to save some funds and try to invest. Also utilizing the load rebate helps.,2.0
Best finance app!,4.0
Very fast n sending money to your bank account.even on holidays or at the middle of the night. Very helpful.thanks gcash,4.0
why new updated version not responce' plz fixed your app. I cant transfer my money to my bank😔,4.0
GCash makes my life easier. I can pay my bills on time and transfer money without any hassle.,4.0
Changing my review and decreasing to 2 stars due to 2 unresolved cash in transactions - last Dec 2019 and March 2020. Emailing them help at all. You just get a generic response over and over.,4.0
For easy inconvenient wallet no need cash but all electronic transaction and transfer monney,0.0
G score keep falling and falling even you keep buying paying bill and so on. Costumer service is poor -5 star for it. Rebate to load is limited how can you use it for loading business it only limited for 50 pesos rebate for the whole month. Good for the voucher i save a lot from it. I can pay thru online my bill. Over all its useful,1.0
Ayos sana kayo.. kaso sa case ko hindi ko magamit bank transfer nyo... Fully vrified naman ako,1.0
Very Convenient And Easy and Safe.,4.0
"Ok 5☆ na, very useful pwde ka mgload, pwde ka mgsave, pwde mo rin ilink as gpay, pwde ka ring mgbayd ng bills, pwde ka rin mgtanim ng puno and higit sa lht real time cash in sa bank. Thank u Gcash",4.0
Gcash- should have Prepaid load for Cignal,0.0
It's comfortable and easy to use,4.0
Hello i cant add my mastercard. It says there is an error occured it happens everytime i click the add card.. plsss help me ASAP thankss,1.0
Best banking app,1.0
Everything went well...When i am using the app,4.0
Hindi mabuksan yung application.. walang kwentang application..,4.0
Cashless wallet that is very recommended,1.0
great app. I use it to load my phone and I'm always buying load promo at Only in Gcash.,2.0
Ok na ok po ito,2.0
Helpful sna ang apps nato kainis lang nawawalan ng pera dito..:(,4.0
Pls update my gcash,2.0
After updating it can't be opened,2.0
Very convenient to use.. Amazingly useful!,4.0
My gcash is not working properly so I decided to uninstall anf reinstall again I tried to ask for OTP but since i'm currently abroad I don't know what happen. its very convenient for me before but now I can't access my gcash and I can't receive my OTP in my roaming sim.The reason why my gcash now is not usefull to send money with my family's immediate needs now a days.I tried to connect to CS but no use.toll free needs to have another globe sim.,4.0
"I like it,pero Ang ayaw ko lang ung madalas ng pag-update nya Kaya kapag Di expect mo mo sya magamit Lalo na kapag kailangan mo.",0.0
How can i use Gcash without updating . Help ! .,2.0
It's so nice to use gcash no hassle,4.0
Great job but need to improve add some microfinance feature. Pautang naman,4.0
Its good app and convenient,1.0
Its nice because we can get points through this gcash like the debit its so amazing,2.0
Worst experience! It's been a month since i bought my gcash mastercard and up until now I still can't link my card.,4.0
Just awesome. Cash In is very convenient.,4.0
It won't allow me to add funds or cash in. Same issue for 1 month now,4.0
Excellent and very convenient to use especially in Bank transfers and online payments of billings.,0.0
What a SMART way to pay!,2.0
The service is not always available.,4.0
I try to open may own account that i forget may password. I can't open.,4.0
Full of bugs and failed transactions,0.0
Super oks na oks,4.0
"On February 6, 2020 I spent a good amount of time to get fully verified and yet I can't cash-in from my BPI online account. It only says ""Oops. We're sorry, it seems that we could not process your Online cash in transaction at the moment. Please go to Help > Help Center for further assistance"". I followed the instruction, search for resolution and dead end, no resolution. You guys are genius. 4star only because you don't set proper expectation with your customer.",2.0
im so glad to have this app its good...not hassle madali lng gmitin mapa widraw ....if ns bhay lng pede rin gmitin using wifi or data to buy any,4.0
lage kayo nag papa update ng apps nio . kakainis . kada ioopen ko need i.update wala na ngang space ung phone ko . bat ganun .,4.0
Easy to use thanks gcash,2.0
Frustrating authentication process. Authentication Code is sent to phone number and says to verify in 5mins but the code is received AFTER the time expires. Same with email verification. It is so slow. Using globe phone sim with good signal and globe internet but the length of the process it takes vs the time given to complete it does not let you finish the authentication?,4.0
"Easy to cash in, very difficult to cash out!!",3.0
so far so good i can transfer fund to my bank acc.,4.0
"Sobrang delay ng Authentication code!! 10 minutes na wala pa, pagre-send ng new code after 5 minutes may dadating na code pero incorrect naman!!! Nakakainis!",2.0
i like only cuz i can buy my self some robux,1.0
They sayed update my gcash then i update but after updating i cant open my gcash..,4.0
"This app updates too frequently. Yeah it is too improve the app but atleast allow us to use it with the outdated version. Plus, it would be better if we can use the app even without an internet connection as long as we're using the mobile data from globe.",4.0
Nakailang refer nako. Nagjoin sila sa link ko nag create account nag fully verified. Tama lahat ng ginawa pero wala akong natatanggap na 50 php each sa dami ng narefer ko!,0.0
Its makes my mode of paying easier,0.0
Very useful in every transaction..,4.0
super duper fast for all the transactions ..,1.0
"So useful, friendly user",4.0
Great app easy to access when you need it 👍,0.0
always asking me to update my profile. pero updated naman profile ko,1.0
Ang liit ng rebate nya. Unlike sa paymaya..,2.0
Its been 2days already that my Gcash app is loading for an update to the latest veraion as the system is asking. I have my business to run with the help of Gcash but sad to say it became like this. Does anyone can fix it. Thanks,4.0
Nice na app 1years ko na cya ginagamit hahah..,1.0
This is good for loading but not for paying bills😁3 days before your payment posted😅,4.0
I'm having hard time to pay my bills especially meralco bill. 😔,4.0
Very useful thank you so much,4.0
it's been 2 days since I triend to link my gcash mastercard to my gcash app but it always failed even if my account is fully verified!! I will change this review once my problem is solve!!,0.0
i deposited in my savings account but did not reflect on my app in save money i can't even withdraw my money.. please.. fix this asap .. im trying to use your app for good but because of this i change my mind tsk.. I cant even pay my bills through this..,4.0
"Very convenient to use. Im using it also for my business very accessible in paying bills,load and im enjoyinh y Credit limit for emergency purposes",1.0
great.. i hope it last..,1.0
Fast and easy to apply,2.0
Fast for all transactions. nice one. thanks,2.0
I wanna try this app,4.0
Slow system of processing in cash money,4.0
I transferred 1k to other bank account since march 02..but until now i g Have not yet received a sms from them that the amount transfered was sucessful.,4.0
This gcash make you convinient But once your phone is gone(snatch) you never be back your account Gcash customer representives want you to make a new account but the money of your lost account cant be back.. Lesson learned dont put to much money for this not trusted app. It will be gone if your phone was gone soo if you put to much money You lost to much.. Very bad very bad!!!!,4.0
"loving it, for transactions, payment to groceries and buying load",4.0
sobrang disappointed ako.. di ako maka verify sa account ko 😠😠😠😠 oh maka withdraw manlang oh ma access account ko,4.0
"Easy to use the app, to make payments and make load to myself,",4.0
Ayaw mag update ikot lng ng ikot,0.0
"It should be ZERO!! Why do you prompt to update the app and not be able to log in?! Then been waiting and trying for 6 hours now, still download not started!!! I can't use my app for other important things i need to do.",4.0
Its not working each time i scan stores qr code,2.0
The 7/11 barcode scan is taking FOREVER to fix,4.0
Money transfer is fast and easy,4.0
"Great app, easy bills payment",4.0
Now it's no longer as friendly as before. Been using it but I have to switch to other app. and the customer service?? always sends you feedback with your concern with automated reply. not helping at all!,4.0
It said update but I can't update,2.0
Tired with update required from time to time. :(,1.0
Too slow and the rebates are limited😒😒,0.0
"Very reliable, customer service are a great help!",4.0
Lagi nalang nag a update Tapos Lagi nalang nag eeror,1.0
App is good except updating very slow,4.0
Nice and worthy to use,2.0
"I hope.i can use this also without internet connection, so far this app is ok",1.0
"Legit app! Save money and paying bills, load etc.",4.0
Nice app. Very accomodating and hassle free.Thank Gcash.,0.0
"They resolved concern in favor of their user, convenient and user friendly plus safe if you transact to legitimate gcash app and services",4.0
It helps me a lot in terms of paying bills and transfer money,1.0
terrific and its easy to use,4.0
this app helps me a lot. its very convenient.,4.0
Great app to do cashless transactions such as paying electric bills and housing loans without going out from the comfort of your home/office.,4.0
Very helpful in my financial transactions,4.0
Bakot hindi ma open ang g cash ko nag update naman ako kahapon pa to ano ba problema,4.0
Very much thankful foe this GCash Apps,4.0
i hope there's any way where we can access our Gcash account through online website or the like. tnx,4.0
Poor customer service. Poor resolution. It takes a month to resolve mistakenly transferred funds. No voice customer service even.,4.0
very greaT...igive u five-star..,4.0
"As I requested before, their app has a lot of improvement like sending money to any banks, loan from GCredit, use to pay online purchases and many more! Keep it up GCash! I am a satisfied user. :)",4.0
Super easy to transact at home 🥰🥰🥰,4.0
Nice be ap But better if we can use in free data,1.0
Cash in isn't loading at all.,0.0
yung 100 na load ko hindi dumating.. refund pls.,0.0
Easier bank transactions,2.0
"I lost all of my money during the process of transfering it to ""save money"" feature of this app, but instead of being saved it was lost and is nowhere to be found. Btw it says error at first when i tried to transfer the money then after that i came back to the main menu then i saw that my balance is empty so i check my account in ""save money"" and it was also empty, check my transaction history but there's nothing. Please fix this issue.",4.0
Good app especially when you are budgeting,4.0
Awesome hassle free,4.0
"I transfered money through BPI, and the money didnt receive in my gcash account. The money already deducted from BPI",3.0
GCredit is back. Very recommended app. Thanks GCash,4.0
Ok sana kakatulong kaya lang minsan pag ginagamit ko at nagload ako hnd dumarating agad ay kahit antayin mo hnd na talaga darating style scam yun every end of the month was happen it but i continuely use because i need.,4.0
Why do i need to verify myself in this gcash? and every time that im trying to verify myself and scanning my student ID is didn't working at all can you please fix it asap,4.0
Excellent app from the first premiere mobile company in PH. Thanks a lot Globe for GCASH!,4.0
Good and helpful app,1.0
Buy Load is never available even after I updated the app. I tried uninstalling and reinstalling the app but nothing happened.,4.0
Great job gcash,2.0
Super useful and cool,4.0
I highly recommend this App Store you got done everything and have all financial task easily settled wherever I am and how busiest my daily routine took me in never get late of any payments I must have been to paid off urgent .it is also friendly wise in saving money gives lots of freebies to getwhilesaving.. Kinda brings lots investing so much interesting. It's a must have app. Install and have YourGcash App Now or Never!!😊,4.0
It is easy to buy a load in this app. With rebates,1.0
Very useful app. Makes my life easier.,4.0
why is it gcash asking for mpin yet im not done registering or putting any pasword having hard time on this app,4.0
Ang hirap mg update,4.0
Free money plsss,4.0
It helps me a lot... Made every transaction easy..,2.0
Still can't update. Please allow me to use the app if you won't let me update,1.0
Great app! Highly recommended if you're in Philippines.,4.0
You can send and receive money anytime hassle free,2.0
Why is it required to update all the time,1.0
I cant reclaim my account. They said someone changed my pin number grrrrr. Not so happy,2.0
Ang ganda ng app na toh promise,2.0
Gcash app always hang and takes a minute before i log in.. not friendly use,2.0
Easy to use nice3x,2.0
Gcash is very helpfull of my business thats why i give 5 ⭐⭐⭐⭐⭐,4.0
Cannot open the app after the update.,4.0
CANT DOWNLOAD APP. Please fix it. Trying to update it earlier cant update so I decided to uninstall then I cant install the up now.,2.0
Great app. Very convenient,1.0
Very nice and recommendable to others...,4.0
"Stop updating, wala na ko space 😠",2.0
I can't log in or sign in to another account,4.0
i connected my paypal account using amex 1 month ago .the 1$ fund you deducted is still not refunded until now.. where is it?,4.0
A quick update. Finally got my gcash verified. Thanks for the quick response 👍,4.0
So convenient!!! Happy to use this 👍,4.0
Always have pop up errors,4.0
Ching chong Pong ping king kong chu ki,4.0
"It was great and nice app, it would make transactions more efficient at easy",4.0
I cant verify huhu everytime i try to scan an i.d. It wont click,2.0
Tgis app is very useful.,2.0
"Very poor customer service. It has been 5 days already since I raised my concern and I haven't received any decent explanation from as to when will my issue will be resolved. Update: As usual, I only got a canned response from the email address that you gave. Do you guys even know how to fix your system? Still not able to resolve my issue.. its been how many weeks already.",4.0
Sana ang sa buy load automatic mag save ung # mag gawa agad list same sa gcash to gcash na transaction hindi nawawala ang number,4.0
I give five star for this app because this the source of my bills,4.0
Very convenient for paying bills and other services especially bank transfers.,0.0
Ok naman.pero nag deduct cya ng 200 sa fund ko..iwan ko kong bakit at saan napunta..,4.0
"So far the best app I've ever used in paying my bills, loading and others..thanks to the developer. Ĺĺ this app means a lot to me.. no hassle and smooth...",4.0
Bakit lagi update gcash for what?,4.0
Easy lang at very handy app,4.0
"After the last update I cannot use it properly anymore. Whenever I'm trying to pay or purchase something it gets stuck on ""Oops! We're sorry! Please try again later."" I've done it so many times, still like that. My internet connection is also stable. If the money I cashed in can't be used it will be wasted. Will change my review if this is resolved already.",4.0
"Rating changed to 4 stars as the issue is fixed App says to update but will not update or open. Was working great, but now its useless. Tried uninstalling and reinstalling through app market, it did download and install but had the same you must update new version message. I downlaoded the latest version on my apple device and it worked flawlessly with the latest version. Just will not work on my Android phone or download from the google play store, Which is very odd.",4.0
1st time using cashless money and I love using this especially I like the load rebate.,4.0
Nice app highly recommendable,4.0
Kaka update ng aking gcash apps ngayon lang then nag deposit ako ng 3k para pay ako ng aking bills pero nag crash ang gcash apps ko....please need ko bayaran bills ko paano na ito...,4.0
Thank u for making this,4.0
This is a helpful app. Reliable and easy to administer. And i like the rebates and other offers.,1.0
It is nice but you should give people a points every month so that the people can have fun with their gcash,2.0
Need to Update every month. Soo tired!,4.0
"Very useful, though I wish I can open it without the need for internet connection.",2.0
No gcash for xiaomi blackshark.,2.0
Super helpful..one of my business,0.0
worst experience ever i put some of my money in here upon transfering some funds and withdrawing my sim got blocked for no reason now i cannot access my gcash because it is registered to my simcard number what will happen to my money?,4.0
I highly recommended this app. Everything I need for my financial problem it indicates here.,4.0
walang kwenta.. nag withraw ako sa atm nag error.. tapos may na recieve ako na text na your transaction is succesful.. pero wala akong natanggap na pera.. almost 3 weeks na ako tumatawag sa hotline. hanggang ngayon hindi niyo parin binalik ang pera ko.. mga bwesit kayo.. tuwing tumatawag ako pareho lang sinasabi niyo!!!!!!!! BALIK NIYO NA PERA KO!!!!,4.0
Very convenient way of paying my bills. Ty,4.0
I cant open my gcash account right now,2.0
Would like to request to make the free data usage in Gcash applicable again because before we can access Gcash through free data but now we need load to do it. How can we use Gcash in loading if we cant access it through free data? I hope that this will be given an attention. Thanks.,4.0
3 star tagal ko nagcash in at nagpapayment ng mga bill hnd parin tumataas GCRDEIT KO,4.0
You cannot use GCASH anytime you want for they keep on updating the app. Very inconvenient,4.0
Hindi MA update Yung app. Minsan hindi gumagana. Pahirapan ang pag gamit. Always on hang kahit malakas ang internet mo.,4.0
Legit app and easy to used,4.0
Amazing....so easy to transact at supermarkets...,2.0
I like this app highly recommend it make life hassle free,4.0
"Hello, I have lost my access in the number that I previously used on my Gcash account in logging in. I have existing payable in my Gcredit. Is there anyway to access my Gcash account again?",4.0
